Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss
backbone.layers.43.mixer.in_proj.weight,Gradient,5.0,838860,3.006713149448236
backbone.layers.43.mixer.in_proj.weight,Gradient,10.0,1677721,3.127652487407128
backbone.layers.43.mixer.in_proj.weight,Gradient,50.0,8388608,4.34148737291495
backbone.layers.43.mixer.in_proj.weight,Hybrid,0.001,167,2.853438535084327
backbone.layers.43.mixer.in_proj.weight,Hybrid,0.01,1677,2.851599453637997
backbone.layers.43.mixer.in_proj.weight,Hybrid,0.1,16777,2.8463678235809007
backbone.layers.43.mixer.in_proj.weight,Hybrid,1.0,167772,2.9338405492405095
backbone.layers.43.mixer.in_proj.weight,Hybrid,5.0,838860,3.623827163130045
backbone.layers.43.mixer.in_proj.weight,Hybrid,10.0,1677721,3.841968819499016
backbone.layers.43.mixer.in_proj.weight,Hybrid,50.0,8388608,4.700502949456374
backbone.layers.43.mixer.x_proj.weight,Magnitude,0.001,6,2.860609049598376
backbone.layers.43.mixer.x_proj.weight,Magnitude,0.01,65,2.8570100578169026
backbone.layers.43.mixer.x_proj.weight,Magnitude,0.1,655,2.875839297970136
backbone.layers.43.mixer.x_proj.weight,Magnitude,1.0,6553,2.959519699215889
backbone.layers.43.mixer.x_proj.weight,Magnitude,5.0,32768,2.9620255852739015
backbone.layers.43.mixer.x_proj.weight,Magnitude,10.0,65536,2.9527297591169677
backbone.layers.43.mixer.x_proj.weight,Magnitude,50.0,327680,3.355986513197422
backbone.layers.43.mixer.x_proj.weight,Gradient,0.001,6,2.859403179337581
backbone.layers.43.mixer.x_proj.weight,Gradient,0.01,65,2.860269016275803
backbone.layers.43.mixer.x_proj.weight,Gradient,0.1,655,2.8712132995327315
backbone.layers.43.mixer.x_proj.weight,Gradient,1.0,6553,3.0193911666671434
backbone.layers.43.mixer.x_proj.weight,Gradient,5.0,32768,2.964570147295793
backbone.layers.43.mixer.x_proj.weight,Gradient,10.0,65536,3.001967472334703
backbone.layers.43.mixer.x_proj.weight,Gradient,50.0,327680,3.517101004719734
backbone.layers.43.mixer.x_proj.weight,Hybrid,0.001,6,2.8593576289713383
backbone.layers.43.mixer.x_proj.weight,Hybrid,0.01,65,2.8574928591648736
backbone.layers.43.mixer.x_proj.weight,Hybrid,0.1,655,2.8793122184773288
backbone.layers.43.mixer.x_proj.weight,Hybrid,1.0,6553,2.9486428014934063
backbone.layers.43.mixer.x_proj.weight,Hybrid,5.0,32768,2.9686955424646535
backbone.layers.43.mixer.x_proj.weight,Hybrid,10.0,65536,2.946672340234121
backbone.layers.43.mixer.x_proj.weight,Hybrid,50.0,327680,3.4226221702992916
backbone.layers.43.mixer.dt_proj.weight,Magnitude,0.001,5,2.856501616537571
backbone.layers.43.mixer.dt_proj.weight,Magnitude,0.01,52,2.8624576702713966
backbone.layers.43.mixer.dt_proj.weight,Magnitude,0.1,524,2.8729863464832306
backbone.layers.43.mixer.dt_proj.weight,Magnitude,1.0,5242,3.005484809478124
backbone.layers.43.mixer.dt_proj.weight,Magnitude,5.0,26214,3.31737041225036
backbone.layers.43.mixer.dt_proj.weight,Magnitude,10.0,52428,3.945913461347421
backbone.layers.43.mixer.dt_proj.weight,Magnitude,50.0,262144,3.5805561877787113
backbone.layers.43.mixer.dt_proj.weight,Gradient,0.001,5,2.8653045234580836
backbone.layers.43.mixer.dt_proj.weight,Gradient,0.01,52,2.8827828069527945
backbone.layers.43.mixer.dt_proj.weight,Gradient,0.1,524,2.8767478615045547
backbone.layers.43.mixer.dt_proj.weight,Gradient,1.0,5242,2.8898924477398396
backbone.layers.43.mixer.dt_proj.weight,Gradient,5.0,26214,2.9621890832980475
backbone.layers.43.mixer.dt_proj.weight,Gradient,10.0,52428,2.9621966928243637
backbone.layers.43.mixer.dt_proj.weight,Gradient,50.0,262144,4.73637534181277
backbone.layers.43.mixer.dt_proj.weight,Hybrid,0.001,5,2.8675013072788715
backbone.layers.43.mixer.dt_proj.weight,Hybrid,0.01,52,2.884548358619213
backbone.layers.43.mixer.dt_proj.weight,Hybrid,0.1,524,2.899239412198464
backbone.layers.43.mixer.dt_proj.weight,Hybrid,1.0,5242,3.067074647794167
backbone.layers.43.mixer.dt_proj.weight,Hybrid,5.0,26214,3.364920591314634
backbone.layers.43.mixer.dt_proj.weight,Hybrid,10.0,52428,3.9708872797588506
backbone.layers.43.mixer.dt_proj.weight,Hybrid,50.0,262144,3.5881071761250496
backbone.layers.43.mixer.dt_proj.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.43.mixer.dt_proj.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.43.mixer.dt_proj.bias,Magnitude,0.1,4,8.632821162541708
backbone.layers.43.mixer.dt_proj.bias,Magnitude,1.0,40,14.680416107177734
backbone.layers.43.mixer.dt_proj.bias,Magnitude,5.0,204,14.467197661598524
backbone.layers.43.mixer.dt_proj.bias,Magnitude,10.0,409,14.522569393118223
backbone.layers.43.mixer.dt_proj.bias,Magnitude,50.0,2048,13.040659094850222
backbone.layers.43.mixer.dt_proj.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.43.mixer.dt_proj.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.43.mixer.dt_proj.bias,Gradient,0.1,4,4.37761702388525
backbone.layers.43.mixer.dt_proj.bias,Gradient,1.0,40,8.883099471529325
backbone.layers.43.mixer.dt_proj.bias,Gradient,5.0,204,10.60667103032271
backbone.layers.43.mixer.dt_proj.bias,Gradient,10.0,409,11.260352497299513
backbone.layers.43.mixer.dt_proj.bias,Gradient,50.0,2048,12.070689514279366
backbone.layers.43.mixer.dt_proj.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.43.mixer.dt_proj.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.43.mixer.dt_proj.bias,Hybrid,0.1,4,3.986169437567393
backbone.layers.43.mixer.dt_proj.bias,Hybrid,1.0,40,13.199053704738617
backbone.layers.43.mixer.dt_proj.bias,Hybrid,5.0,204,13.721173197031021
backbone.layers.43.mixer.dt_proj.bias,Hybrid,10.0,409,13.294846177101135
backbone.layers.43.mixer.dt_proj.bias,Hybrid,50.0,2048,13.453783815105757
backbone.layers.43.mixer.out_proj.weight,Magnitude,0.001,83,2.85730371500055
backbone.layers.43.mixer.out_proj.weight,Magnitude,0.01,838,2.8604821984966597
backbone.layers.43.mixer.out_proj.weight,Magnitude,0.1,8388,2.8697446485360465
backbone.layers.43.mixer.out_proj.weight,Magnitude,1.0,83886,2.9134469466904798
backbone.layers.43.mixer.out_proj.weight,Magnitude,5.0,419430,2.9526156336069107
backbone.layers.43.mixer.out_proj.weight,Magnitude,10.0,838860,3.0617156897981963
backbone.layers.43.mixer.out_proj.weight,Magnitude,50.0,4194304,3.4509904185930886
backbone.layers.43.mixer.out_proj.weight,Gradient,0.001,83,2.858020931482315
backbone.layers.43.mixer.out_proj.weight,Gradient,0.01,838,2.8714486807584763
backbone.layers.43.mixer.out_proj.weight,Gradient,0.1,8388,2.8936881187061467
backbone.layers.43.mixer.out_proj.weight,Gradient,1.0,83886,2.9280442905922732
backbone.layers.43.mixer.out_proj.weight,Gradient,5.0,419430,2.9872650305430093
backbone.layers.43.mixer.out_proj.weight,Gradient,10.0,838860,3.032212452342113
backbone.layers.43.mixer.out_proj.weight,Gradient,50.0,4194304,3.3082277501622834
backbone.layers.43.mixer.out_proj.weight,Hybrid,0.001,83,2.8570395968854427
backbone.layers.43.mixer.out_proj.weight,Hybrid,0.01,838,2.89456020668149
backbone.layers.43.mixer.out_proj.weight,Hybrid,0.1,8388,2.9078168037037053
backbone.layers.43.mixer.out_proj.weight,Hybrid,1.0,83886,2.9616510880490146
backbone.layers.43.mixer.out_proj.weight,Hybrid,5.0,419430,3.0028307052950063
backbone.layers.43.mixer.out_proj.weight,Hybrid,10.0,838860,3.1132435835897923
backbone.layers.43.mixer.out_proj.weight,Hybrid,50.0,4194304,3.50032448147734
backbone.layers.44.norm.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.44.norm.weight,Magnitude,0.01,0,2.8569481670856476
backbone.layers.44.norm.weight,Magnitude,0.1,2,2.8617825781305632
backbone.layers.44.norm.weight,Magnitude,1.0,20,2.8899473833541074
backbone.layers.44.norm.weight,Magnitude,5.0,102,2.9580651037395
backbone.layers.44.norm.weight,Magnitude,10.0,204,3.03259198119243
backbone.layers.44.norm.weight,Magnitude,50.0,1024,3.506601992994547
backbone.layers.44.norm.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.44.norm.weight,Gradient,0.01,0,2.8569481670856476
backbone.layers.44.norm.weight,Gradient,0.1,2,2.874553774793943
backbone.layers.44.norm.weight,Gradient,1.0,20,2.9822339974343777
backbone.layers.44.norm.weight,Gradient,5.0,102,3.104344230145216
backbone.layers.44.norm.weight,Gradient,10.0,204,3.5547265087564788
backbone.layers.44.norm.weight,Gradient,50.0,1024,4.645132911701997
backbone.layers.44.norm.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.44.norm.weight,Hybrid,0.01,0,2.8569481670856476
backbone.layers.44.norm.weight,Hybrid,0.1,2,2.874553774793943
backbone.layers.44.norm.weight,Hybrid,1.0,20,2.914310953269402
backbone.layers.44.norm.weight,Hybrid,5.0,102,3.012323137372732
backbone.layers.44.norm.weight,Hybrid,10.0,204,3.131926623483499
backbone.layers.44.norm.weight,Hybrid,50.0,1024,3.6375776566565037
backbone.layers.44.mixer.A_log,Magnitude,0.001,0,2.8569481670856476
backbone.layers.44.mixer.A_log,Magnitude,0.01,6,2.8780225788553557
backbone.layers.44.mixer.A_log,Magnitude,0.1,65,8.224094467858473
backbone.layers.44.mixer.A_log,Magnitude,1.0,655,16.356692393620808
backbone.layers.44.mixer.A_log,Magnitude,5.0,3276,15.519028107325235
backbone.layers.44.mixer.A_log,Magnitude,10.0,6553,14.419243313372135
backbone.layers.44.mixer.A_log,Magnitude,50.0,32768,13.067543223500252
backbone.layers.44.mixer.A_log,Gradient,0.001,0,2.8569481670856476
backbone.layers.44.mixer.A_log,Gradient,0.01,6,4.487478693326314
backbone.layers.44.mixer.A_log,Gradient,0.1,65,7.033540676037471
backbone.layers.44.mixer.A_log,Gradient,1.0,655,10.871141622463862
backbone.layers.44.mixer.A_log,Gradient,5.0,3276,10.280109050373236
backbone.layers.44.mixer.A_log,Gradient,10.0,6553,10.12955428659916
backbone.layers.44.mixer.A_log,Gradient,50.0,32768,10.412723350028196
backbone.layers.44.mixer.A_log,Hybrid,0.001,0,2.8569481670856476
backbone.layers.44.mixer.A_log,Hybrid,0.01,6,4.487478693326314
backbone.layers.44.mixer.A_log,Hybrid,0.1,65,7.830712522069613
backbone.layers.44.mixer.A_log,Hybrid,1.0,655,18.251398759583633
backbone.layers.44.mixer.A_log,Hybrid,5.0,3276,15.627519600093365
backbone.layers.44.mixer.A_log,Hybrid,10.0,6553,13.928451160589853
backbone.layers.44.mixer.A_log,Hybrid,50.0,32768,13.086548966666063
backbone.layers.44.mixer.D,Magnitude,0.001,0,2.8569481670856476
backbone.layers.44.mixer.D,Magnitude,0.01,0,2.8569481670856476
backbone.layers.44.mixer.D,Magnitude,0.1,4,2.8575907374421754
backbone.layers.44.mixer.D,Magnitude,1.0,40,2.8576711068550744
backbone.layers.44.mixer.D,Magnitude,5.0,204,2.8576242811977863
backbone.layers.44.mixer.D,Magnitude,10.0,409,2.857842898617188
backbone.layers.44.mixer.D,Magnitude,50.0,2048,2.857950492451588
backbone.layers.44.mixer.D,Gradient,0.001,0,2.8569481670856476
backbone.layers.44.mixer.D,Gradient,0.01,0,2.8569481670856476
backbone.layers.44.mixer.D,Gradient,0.1,4,2.857161852220694
backbone.layers.44.mixer.D,Gradient,1.0,40,2.857045450558265
backbone.layers.44.mixer.D,Gradient,5.0,204,2.8571285431583724
backbone.layers.44.mixer.D,Gradient,10.0,409,2.8574266905585923
backbone.layers.44.mixer.D,Gradient,50.0,2048,2.8581194976965585
backbone.layers.44.mixer.D,Hybrid,0.001,0,2.8569481670856476
backbone.layers.44.mixer.D,Hybrid,0.01,0,2.8569481670856476
backbone.layers.44.mixer.D,Hybrid,0.1,4,2.8576393723487854
backbone.layers.44.mixer.D,Hybrid,1.0,40,2.857676806549231
backbone.layers.44.mixer.D,Hybrid,5.0,204,2.8576737754046917
backbone.layers.44.mixer.D,Hybrid,10.0,409,2.8573636201520762
backbone.layers.44.mixer.D,Hybrid,50.0,2048,2.8575519571701684
backbone.layers.44.mixer.conv1d.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.weight,Magnitude,0.01,1,2.8593397699296474
backbone.layers.44.mixer.conv1d.weight,Magnitude,0.1,16,2.8729596324265003
backbone.layers.44.mixer.conv1d.weight,Magnitude,1.0,163,2.92230320100983
backbone.layers.44.mixer.conv1d.weight,Magnitude,5.0,819,3.014855512728294
backbone.layers.44.mixer.conv1d.weight,Magnitude,10.0,1638,3.171255455662807
backbone.layers.44.mixer.conv1d.weight,Magnitude,50.0,8192,4.0756723036368685
backbone.layers.44.mixer.conv1d.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.weight,Gradient,0.01,1,2.8573274041215577
backbone.layers.44.mixer.conv1d.weight,Gradient,0.1,16,2.847822447617849
backbone.layers.44.mixer.conv1d.weight,Gradient,1.0,163,2.9211861826479435
backbone.layers.44.mixer.conv1d.weight,Gradient,5.0,819,2.9754209630191326
backbone.layers.44.mixer.conv1d.weight,Gradient,10.0,1638,3.053170228997866
backbone.layers.44.mixer.conv1d.weight,Gradient,50.0,8192,3.4123495059708753
backbone.layers.44.mixer.conv1d.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.weight,Hybrid,0.01,1,2.856556506206592
backbone.layers.44.mixer.conv1d.weight,Hybrid,0.1,16,2.8474122881889343
backbone.layers.44.mixer.conv1d.weight,Hybrid,1.0,163,2.9373296039799848
backbone.layers.44.mixer.conv1d.weight,Hybrid,5.0,819,3.1127792882422605
backbone.layers.44.mixer.conv1d.weight,Hybrid,10.0,1638,3.300870504230261
backbone.layers.44.mixer.conv1d.weight,Hybrid,50.0,8192,4.06584554289778
backbone.layers.44.mixer.conv1d.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.bias,Magnitude,0.1,4,2.896146971732378
backbone.layers.44.mixer.conv1d.bias,Magnitude,1.0,40,3.0553101214269796
backbone.layers.44.mixer.conv1d.bias,Magnitude,5.0,204,3.1417529433965683
backbone.layers.44.mixer.conv1d.bias,Magnitude,10.0,409,3.2837713919579983
backbone.layers.44.mixer.conv1d.bias,Magnitude,50.0,2048,3.5327854764958224
backbone.layers.44.mixer.conv1d.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.bias,Gradient,0.1,4,2.858396771053473
backbone.layers.44.mixer.conv1d.bias,Gradient,1.0,40,2.8713164341946444
backbone.layers.44.mixer.conv1d.bias,Gradient,5.0,204,2.860081927229961
backbone.layers.44.mixer.conv1d.bias,Gradient,10.0,409,2.858045549442371
backbone.layers.44.mixer.conv1d.bias,Gradient,50.0,2048,2.9328579852978387
backbone.layers.44.mixer.conv1d.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.44.mixer.conv1d.bias,Hybrid,0.1,4,2.885963379094998
backbone.layers.44.mixer.conv1d.bias,Hybrid,1.0,40,3.0572579205036163
backbone.layers.44.mixer.conv1d.bias,Hybrid,5.0,204,3.126771276195844
backbone.layers.44.mixer.conv1d.bias,Hybrid,10.0,409,3.302366890013218
backbone.layers.44.mixer.conv1d.bias,Hybrid,50.0,2048,3.4655447577436767
backbone.layers.44.mixer.in_proj.weight,Magnitude,0.001,167,2.857332610835632
backbone.layers.44.mixer.in_proj.weight,Magnitude,0.01,1677,2.8613571897149086
backbone.layers.44.mixer.in_proj.weight,Magnitude,0.1,16777,2.8630350132783255
backbone.layers.44.mixer.in_proj.weight,Magnitude,1.0,167772,2.9302720315754414
backbone.layers.44.mixer.in_proj.weight,Magnitude,5.0,838860,4.599936746060848
backbone.layers.44.mixer.in_proj.weight,Magnitude,10.0,1677721,4.032171289126079
backbone.layers.44.mixer.in_proj.weight,Magnitude,50.0,8388608,4.572967862089475
backbone.layers.44.mixer.in_proj.weight,Gradient,0.001,167,2.8571645207703114
backbone.layers.44.mixer.in_proj.weight,Gradient,0.01,1677,2.8549524595340094
backbone.layers.44.mixer.in_proj.weight,Gradient,0.1,16777,2.859171561896801
backbone.layers.44.mixer.in_proj.weight,Gradient,1.0,167772,2.9743797791500888
backbone.layers.44.mixer.in_proj.weight,Gradient,5.0,838860,3.197179657717546
backbone.layers.44.mixer.in_proj.weight,Gradient,10.0,1677721,3.2750693298876286
backbone.layers.44.mixer.in_proj.weight,Gradient,50.0,8388608,4.790769286453724
backbone.layers.44.mixer.in_proj.weight,Hybrid,0.001,167,2.8575763888657093
backbone.layers.44.mixer.in_proj.weight,Hybrid,0.01,1677,2.8654931895434856
backbone.layers.44.mixer.in_proj.weight,Hybrid,0.1,16777,2.8685602943102517
backbone.layers.44.mixer.in_proj.weight,Hybrid,1.0,167772,2.938641288628181
backbone.layers.44.mixer.in_proj.weight,Hybrid,5.0,838860,5.283583385248979
backbone.layers.44.mixer.in_proj.weight,Hybrid,10.0,1677721,4.052896995097399
backbone.layers.44.mixer.in_proj.weight,Hybrid,50.0,8388608,4.572183055182298
backbone.layers.44.mixer.x_proj.weight,Magnitude,0.001,6,2.858573423077663
backbone.layers.44.mixer.x_proj.weight,Magnitude,0.01,65,2.8692487006386123
backbone.layers.44.mixer.x_proj.weight,Magnitude,0.1,655,2.947455406188965
backbone.layers.44.mixer.x_proj.weight,Magnitude,1.0,6553,3.057371841122707
backbone.layers.44.mixer.x_proj.weight,Magnitude,5.0,32768,3.0175928051273027
backbone.layers.44.mixer.x_proj.weight,Magnitude,10.0,65536,3.0027032693227134
backbone.layers.44.mixer.x_proj.weight,Magnitude,50.0,327680,3.9432935503621898
backbone.layers.44.mixer.x_proj.weight,Gradient,0.001,6,2.857144970446825
backbone.layers.44.mixer.x_proj.weight,Gradient,0.01,65,2.856236193329096
backbone.layers.44.mixer.x_proj.weight,Gradient,0.1,655,2.868431270122528
backbone.layers.44.mixer.x_proj.weight,Gradient,1.0,6553,3.1385507894059024
backbone.layers.44.mixer.x_proj.weight,Gradient,5.0,32768,3.0642421059310436
backbone.layers.44.mixer.x_proj.weight,Gradient,10.0,65536,3.0642584127684436
backbone.layers.44.mixer.x_proj.weight,Gradient,50.0,327680,4.333730764687061
backbone.layers.44.mixer.x_proj.weight,Hybrid,0.001,6,2.8573547763129077
backbone.layers.44.mixer.x_proj.weight,Hybrid,0.01,65,2.8672428466379642
backbone.layers.44.mixer.x_proj.weight,Hybrid,0.1,655,2.9498171185453734
backbone.layers.44.mixer.x_proj.weight,Hybrid,1.0,6553,3.0772359992067018
backbone.layers.44.mixer.x_proj.weight,Hybrid,5.0,32768,3.016099934776624
backbone.layers.44.mixer.x_proj.weight,Hybrid,10.0,65536,3.0019696292777858
backbone.layers.44.mixer.x_proj.weight,Hybrid,50.0,327680,4.769417201479276
backbone.layers.44.mixer.dt_proj.weight,Magnitude,0.001,5,2.8573014053205648
backbone.layers.44.mixer.dt_proj.weight,Magnitude,0.01,52,2.8570151602228484
backbone.layers.44.mixer.dt_proj.weight,Magnitude,0.1,524,2.8558958545327187
backbone.layers.44.mixer.dt_proj.weight,Magnitude,1.0,5242,4.586980623503526
backbone.layers.44.mixer.dt_proj.weight,Magnitude,5.0,26214,5.099073059856892
backbone.layers.44.mixer.dt_proj.weight,Magnitude,10.0,52428,5.112273993591468
backbone.layers.44.mixer.dt_proj.weight,Magnitude,50.0,262144,6.2106295476357145
backbone.layers.44.mixer.dt_proj.weight,Gradient,0.001,5,2.8579241186380386
backbone.layers.44.mixer.dt_proj.weight,Gradient,0.01,52,2.857689816504717
backbone.layers.44.mixer.dt_proj.weight,Gradient,0.1,524,2.857270156343778
backbone.layers.44.mixer.dt_proj.weight,Gradient,1.0,5242,2.8918148490289846
backbone.layers.44.mixer.dt_proj.weight,Gradient,5.0,26214,2.947627546886603
backbone.layers.44.mixer.dt_proj.weight,Gradient,10.0,52428,3.3942593820393085
backbone.layers.44.mixer.dt_proj.weight,Gradient,50.0,262144,3.3952110211054483
backbone.layers.44.mixer.dt_proj.weight,Hybrid,0.001,5,2.857956393311421
backbone.layers.44.mixer.dt_proj.weight,Hybrid,0.01,52,2.8576881562670073
backbone.layers.44.mixer.dt_proj.weight,Hybrid,0.1,524,2.855963509529829
backbone.layers.44.mixer.dt_proj.weight,Hybrid,1.0,5242,4.565262305239837
backbone.layers.44.mixer.dt_proj.weight,Hybrid,5.0,26214,5.17477709800005
backbone.layers.44.mixer.dt_proj.weight,Hybrid,10.0,52428,5.224516684810321
backbone.layers.44.mixer.dt_proj.weight,Hybrid,50.0,262144,6.2463206350803375
backbone.layers.44.mixer.dt_proj.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.44.mixer.dt_proj.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.44.mixer.dt_proj.bias,Magnitude,0.1,4,5.105879418551922
backbone.layers.44.mixer.dt_proj.bias,Magnitude,1.0,40,14.577515398462614
backbone.layers.44.mixer.dt_proj.bias,Magnitude,5.0,204,15.203365867336592
backbone.layers.44.mixer.dt_proj.bias,Magnitude,10.0,409,14.066110705335936
backbone.layers.44.mixer.dt_proj.bias,Magnitude,50.0,2048,24.05262007812659
backbone.layers.44.mixer.dt_proj.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.44.mixer.dt_proj.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.44.mixer.dt_proj.bias,Gradient,0.1,4,3.005600697050492
backbone.layers.44.mixer.dt_proj.bias,Gradient,1.0,40,32.68198426564535
backbone.layers.44.mixer.dt_proj.bias,Gradient,5.0,204,34.62695231040319
backbone.layers.44.mixer.dt_proj.bias,Gradient,10.0,409,33.62942794462045
backbone.layers.44.mixer.dt_proj.bias,Gradient,50.0,2048,27.259143109122913
backbone.layers.44.mixer.dt_proj.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.44.mixer.dt_proj.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.44.mixer.dt_proj.bias,Hybrid,0.1,4,6.36430865029494
backbone.layers.44.mixer.dt_proj.bias,Hybrid,1.0,40,28.844821572303772
backbone.layers.44.mixer.dt_proj.bias,Hybrid,5.0,204,28.407246083021164
backbone.layers.44.mixer.dt_proj.bias,Hybrid,10.0,409,26.47023034095764
backbone.layers.44.mixer.dt_proj.bias,Hybrid,50.0,2048,23.911887253324192
backbone.layers.44.mixer.out_proj.weight,Magnitude,0.001,83,2.8551161785920462
backbone.layers.44.mixer.out_proj.weight,Magnitude,0.01,838,2.8574397390087447
backbone.layers.44.mixer.out_proj.weight,Magnitude,0.1,8388,2.871228687465191
backbone.layers.44.mixer.out_proj.weight,Magnitude,1.0,83886,2.906787278751532
backbone.layers.44.mixer.out_proj.weight,Magnitude,5.0,419430,3.051719881594181
backbone.layers.44.mixer.out_proj.weight,Magnitude,10.0,838860,3.175912693142891
backbone.layers.44.mixer.out_proj.weight,Magnitude,50.0,4194304,3.5299289810160794
backbone.layers.44.mixer.out_proj.weight,Gradient,0.001,83,2.8576299970348678
backbone.layers.44.mixer.out_proj.weight,Gradient,0.01,838,2.858577847480774
backbone.layers.44.mixer.out_proj.weight,Gradient,0.1,8388,2.8859747610986233
backbone.layers.44.mixer.out_proj.weight,Gradient,1.0,83886,2.917956378310919
backbone.layers.44.mixer.out_proj.weight,Gradient,5.0,419430,2.9554565685490766
backbone.layers.44.mixer.out_proj.weight,Gradient,10.0,838860,3.0185716996590295
backbone.layers.44.mixer.out_proj.weight,Gradient,50.0,4194304,3.294477056711912
backbone.layers.44.mixer.out_proj.weight,Hybrid,0.001,83,2.8570005111396313
backbone.layers.44.mixer.out_proj.weight,Hybrid,0.01,838,2.858147038767735
backbone.layers.44.mixer.out_proj.weight,Hybrid,0.1,8388,2.887223184108734
backbone.layers.44.mixer.out_proj.weight,Hybrid,1.0,83886,2.952861499041319
backbone.layers.44.mixer.out_proj.weight,Hybrid,5.0,419430,3.1188027784228325
backbone.layers.44.mixer.out_proj.weight,Hybrid,10.0,838860,3.2182077951729298
backbone.layers.44.mixer.out_proj.weight,Hybrid,50.0,4194304,3.5353030065695443
backbone.layers.45.norm.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.45.norm.weight,Magnitude,0.01,0,2.8569481670856476
backbone.layers.45.norm.weight,Magnitude,0.1,2,2.8926255740225315
backbone.layers.45.norm.weight,Magnitude,1.0,20,2.949741553515196
backbone.layers.45.norm.weight,Magnitude,5.0,102,3.0638592056930065
backbone.layers.45.norm.weight,Magnitude,10.0,204,3.118779707700014
backbone.layers.45.norm.weight,Magnitude,50.0,1024,6.419342515369256
backbone.layers.45.norm.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.45.norm.weight,Gradient,0.01,0,2.8569481670856476
backbone.layers.45.norm.weight,Gradient,0.1,2,2.9261808221538863
backbone.layers.45.norm.weight,Gradient,1.0,20,3.118891899784406
backbone.layers.45.norm.weight,Gradient,5.0,102,3.488496175656716
backbone.layers.45.norm.weight,Gradient,10.0,204,10.85604353249073
backbone.layers.45.norm.weight,Gradient,50.0,1024,45.37969229618708
backbone.layers.45.norm.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.45.norm.weight,Hybrid,0.01,0,2.8569481670856476
backbone.layers.45.norm.weight,Hybrid,0.1,2,2.8926255740225315
backbone.layers.45.norm.weight,Hybrid,1.0,20,3.2812157409886518
backbone.layers.45.norm.weight,Hybrid,5.0,102,3.721609358986219
backbone.layers.45.norm.weight,Hybrid,10.0,204,7.245890597502391
backbone.layers.45.norm.weight,Hybrid,50.0,1024,65.50362209479015
backbone.layers.45.mixer.A_log,Magnitude,0.001,0,2.8569481670856476
backbone.layers.45.mixer.A_log,Magnitude,0.01,6,3.924269853780667
backbone.layers.45.mixer.A_log,Magnitude,0.1,65,17.044969389835995
backbone.layers.45.mixer.A_log,Magnitude,1.0,655,19.877234327296417
backbone.layers.45.mixer.A_log,Magnitude,5.0,3276,19.104671160380047
backbone.layers.45.mixer.A_log,Magnitude,10.0,6553,18.19295174876849
backbone.layers.45.mixer.A_log,Magnitude,50.0,32768,16.809744286040466
backbone.layers.45.mixer.A_log,Gradient,0.001,0,2.8569481670856476
backbone.layers.45.mixer.A_log,Gradient,0.01,6,2.9679543686409793
backbone.layers.45.mixer.A_log,Gradient,0.1,65,5.094990720351537
backbone.layers.45.mixer.A_log,Gradient,1.0,655,11.489016567667326
backbone.layers.45.mixer.A_log,Gradient,5.0,3276,13.795037048558394
backbone.layers.45.mixer.A_log,Gradient,10.0,6553,11.910986691713333
backbone.layers.45.mixer.A_log,Gradient,50.0,32768,15.309398782749971
backbone.layers.45.mixer.A_log,Hybrid,0.001,0,2.8569481670856476
backbone.layers.45.mixer.A_log,Hybrid,0.01,6,3.7000118431945643
backbone.layers.45.mixer.A_log,Hybrid,0.1,65,17.115365284184616
backbone.layers.45.mixer.A_log,Hybrid,1.0,655,19.77325239777565
backbone.layers.45.mixer.A_log,Hybrid,5.0,3276,19.224508096774418
backbone.layers.45.mixer.A_log,Hybrid,10.0,6553,18.347749988238018
backbone.layers.45.mixer.A_log,Hybrid,50.0,32768,16.701864925523598
